관리번호,사업장명,인허가일자,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,통합영업상태명,영업상태명,소재지시설전화번호,소재지면적정보,X좌표값,Y좌표값,영업장주변구분명,급수시설구분명,다중이용업소여부,시설총규모정보,카테고리
3750000-101-2025-00125,153포인츠부대찌개 수원파장점,20250701,"경기도 수원시 장안구 경수대로 1110-31, 1층 일부호 (파장동)",경기도 수원시 장안구 파장동 216-4,16206.0,37.3115925054,126.9924163531,영업/정상,영업,,145.07,199262.370255411,423304.187338011,,상수도전용,N,145.07,한식
3770000-101-2021-00230,1794스튜디오 행궁동카페,20210831,"경기도 수원시 팔달구 창룡대로 4-1, 1층 (팔달로1가)",경기도 수원시 팔달구 팔달로1가 5-11,16257.0,37.2816617343,127.0171527588,영업/정상,영업,,54.00,201450.623019311,419966.190355239,,상수도전용,N,54.0,기타
3750000-101-2018-00075,1972 재개발구역,20180530,"경기도 수원시 장안구 서부로2105번길 11, 2층 (율전동)",경기도 수원시 장안구 율전동 433-85 2층,16363.0,37.2966916828,126.969601041,영업/정상,영업,,82.00,197233.714511023,421633.21419787,,,N,82.0,기타
3770000-101-2012-00071,1976북경닭날개구이,20120409,"경기도 수원시 팔달구 고매로 33, 1층 (고등동)",경기도 수원시 팔달구 고등동 58-7,16454.0,37.2725547488,127.0055256183,영업/정상,영업,031-255-6277,56.51,200417.972768593,418957.300363313,,상수도전용,N,56.51,한식
3750000-101-2018-00004,1983,20180112,경기도 수원시 장안구 수성로328번길 22 (영화동),경기도 수원시 장안구 영화동 410-12,16271.0,37.2913342131,127.0085278694,영업/정상,영업,,67.29,200685.449965067,421040.4577496,,,N,67.29,치킨
3750000-101-2018-00106,1984그수육집칼국수 천천점,20180806,"경기도 수원시 장안구 덕영대로497번길 8-3, 1층 (천천동)",경기도 수원시 장안구 천천동 503-12,16325.0,37.2993886122,126.9781122348,영업/정상,영업,,105.51,197987.827852205,421934.438167774,,상수도전용,N,105.51,기타
3760000-101-2022-00121,1987 짬뽕,20220531,"경기도 수원시 권선구 곡선로50번길 21-4, 3층 (곡반정동)",경기도 수원시 권선구 곡반정동 571-1,16671.0,37.2376778838,127.0293952217,영업/정상,영업,,175.21,202534.124728516,415086.212192479,,상수도전용,Y,175.21,양식
3770000-101-2001-00160,1988평화숯불구이 수원인계점,20010608,경기도 수원시 팔달구 인계로138번길 24 (인계동),경기도 수원시 팔달구 인계동 1039-13,16489.0,37.2660107262,127.0321625978,영업/정상,영업,031-235-5040,157.14,202781.843064356,418229.281710837,,,N,157.14,기타
5610000-101-2019-00269,1997 그 닭발,20190823,"경기도 수원시 영통구 반달로35번길 30, 영통역 아이파크 1층 108호 (영통동)","경기도 수원시 영통구 영통동 1012-1 영통역 아이파크, 1층 108호",16705.0,37.2517767266,127.0774568073,영업/정상,영업,,33.43,206801.855826737,416659.168174474,,,N,33.43,기타
5610000-101-2010-00085,19세꼬시,20100514,"경기도 수원시 영통구 태장로54번길 92 (망포동,진성프라자 101호)",경기도 수원시 영통구 망포동 649-38 진성프라자 101호,16686.0,37.2349700407,127.0516888156,영업/정상,영업,031-273-8819,39.78,204507.873050948,414784.991105615,,,N,39.78,일식
3760000-101-2022-00257,1LOWA Beer(일로와비어),20221011,"경기도 수원시 권선구 세화로154번길 7-10, 102동 110호 (서둔동, 수원역 한라비발디 퍼스트)",경기도 수원시 권선구 서둔동 418 수원역 한라비발디 퍼스트,16621.0,37.2649468475,126.9948160449,영업/정상,영업,,75.54,199474.874320798,418112.736026129,,상수도전용,N,75.54,치킨
3750000-101-2025-00149,1등아구찜,20250807,"경기도 수원시 장안구 영화로72번길 3, 광일빌딩 1층 일부호 (정자동)",경기도 수원시 장안구 정자동 68-8 광일빌딩,16311.0,37.2931117358,127.0067901112,영업/정상,영업,,43.66,200532.474398249,421241.063181375,주택가주변,상수도전용,N,43.66,한식
5610000-101-2025-00323,1등아구찜 수원직영점,20250925,"경기도 수원시 영통구 중부대로256번길 37-8, 1층 (매탄동)",경기도 수원시 영통구 매탄동 172-103,16531.0,37.2727522199,127.0434678565,영업/정상,영업,,44.88,203782.396653566,418976.721226698,,,N,44.88,한식
3770000-101-2014-00291,1리터커피,20141128,"경기도 수원시 팔달구 향교로 52, 101호 (매산로2가, 대주파크빌)",경기도 수원시 팔달구 매산로2가 40-3 대주파크빌 101호,16456.0,37.2690161844,127.0064623357,영업/정상,영업,,27.38,200503.626310669,418559.265799607,,상수도전용,N,27.38,카페
5610000-101-2011-00062,1박2일,20110412,"경기도 수원시 영통구 중부대로246번길 36-1 (매탄동,2층)",경기도 수원시 영통구 매탄동 172-7 2층,16530.0,37.2733678486,127.0418286276,영업/정상,영업,031-212-0221,124.70,203636.67527501,419046.742982148,,,Y,124.7,한식
3770000-101-2026-00007,1번가 분식,20260109,"경기도 수원시 팔달구 권광로367번길 27, 1층 105호 (우만동)",경기도 수원시 팔달구 우만동 147-18,16494.0,37.27879799,127.0358510513,영업/정상,영업,,.00,203110.073748463,419653.642924151,,,N,0.0,분식
3760000-101-2022-00312,1인자감자탕,20221129,"경기도 수원시 권선구 정조로388번길 13, 영주빌딩 1층 일부호 (세류동)",경기도 수원시 권선구 세류동 1158-25 영주빌딩,16660.0,37.2443910997,127.0154400574,영업/정상,영업,031-238-3350,170.78,201298.332475787,415830.750172046,,상수도전용,N,170.78,한식
3760000-101-2002-00499,1인자감자탕,20021023,경기도 수원시 권선구 매송고색로676번길 3 (고색동),경기도 수원시 권선구 고색동 380-4,16650.0,37.2499409949,126.9787240961,영업/정상,영업,031-298-2154,208.94,198042.661839747,416446.763782048,주택가주변,상수도전용,N,208.94,한식
3750000-101-2012-00099,1인자감자탕,20120712,경기도 수원시 장안구 화산로233번길 43 (율전동),경기도 수원시 장안구 율전동 433-114,16362.0,37.2978314872,126.9705069613,영업/정상,영업,031-292-1020,77.61,197313.403690671,421760.510275374,,,N,77.61,한식
3770000-101-2002-00959,1인자감자탕 본점,20021224,경기도 수원시 팔달구 중부대로206번길 4 (인계동),경기도 수원시 팔달구 인계동 158-8,16530.0,37.276175206,127.0382246347,영업/정상,영업,031-211-0456,146.24,203318.450507782,419359.397842504,,상수도전용,N,146.24,한식
3770000-101-2007-00060,1인자감자탕(화서점),20070326,경기도 수원시 팔달구 화양로 28 (화서동),경기도 수원시 팔달구 화서동 205-5,16439.0,37.2807955691,126.9974625705,영업/정상,영업,031-242-8221,106.34,199699.048261312,419865.69659369,,상수도전용,N,106.34,한식
3760000-101-2023-00225,1일1냥,20230630,"경기도 수원시 권선구 세지로126번길 3, 2층 일부호 (권선동)",경기도 수원시 권선구 권선동 950-13,16569.0,37.2629337268,127.0200918027,영업/정상,영업,,86.38,201711.463946794,417889.804442816,,,N,86.38,한식
5610000-101-2015-00375,1키로 탕수육,20151123,"경기도 수원시 영통구 매탄로140번길 54-2, 1층 (매탄동)",경기도 수원시 영통구 매탄동 1249-1,16544.0,37.2624887809,127.0467101454,영업/정상,영업,031-217-9577,20.30,204071.668533705,417837.958086792,,,N,20.3,치킨
3750000-101-2009-00123,1키로탕수육 수원정자점,20090824,경기도 수원시 장안구 파장로54번길 2 (파장동),경기도 수원시 장안구 파장동 591-12,16350.0,37.3057627435,126.9950396244,영업/정상,영업,031-246-1082,26.21,199490.219370343,422641.8013526,,상수도전용,N,26.21,기타
3760000-101-2024-00333,1키로탕수육 호매실점,20241106,"경기도 수원시 권선구 금호로 36, 1층 101호 (호매실동)",경기도 수원시 권선구 호매실동 395-8,16400.0,37.268686753,126.9559699116,영업/정상,영업,,48.00,196026.117760822,418529.925761405,,상수도전용,N,48.0,기타
3760000-101-2001-00332,2005진돈가스,20010831,경기도 수원시 권선구 세권로316번길 12-16 (권선동),경기도 수원시 권선구 권선동 1287-12,16553.0,37.2516706822,127.037043643,영업/정상,영업,031-221-9507,67.70,203216.706893173,416638.380014503,기타,상수도전용,N,67.7,양식
5610000-101-2020-00040,20세기 옛날돈까스,20200205,"경기도 수원시 영통구 삼성로 210, 삼성프라자 1층 107호 (매탄동)",경기도 수원시 영통구 매탄동 383-8,16676.0,37.2611500246,127.0598001513,영업/정상,영업,031-211-1245,55.86,205235.577692299,417693.845160214,,,N,55.86,양식
3750000-101-2018-00117,20세기포장마차,20180831,"경기도 수원시 장안구 서부로 2067, 1층 103호 (율전동, 삼성아파트)",경기도 수원시 장안구 율전동 419-103 삼성아파트,16363.0,37.2939326639,126.9694286109,영업/정상,영업,,25.80,197193.510361848,421408.608567433,,상수도전용,N,25.8,기타
3750000-101-2020-00108,21.1℃,20200729,"경기도 수원시 장안구 조원로89번길 50, 1층 (조원동)",경기도 수원시 장안구 조원동 760-5,16285.0,37.2995038521,127.0136311738,영업/정상,영업,,22.14,201138.017603672,421944.207137194,,상수도전용,N,22.14,술집
3770000-101-2025-00186,23번지남산돈가스 동수원점,20250718,"경기도 수원시 팔달구 인계로 154, 동수원뉴코아아울렛 8층 (인계동)",경기도 수원시 팔달구 인계동 1114-1 동수원뉴코아아울렛,16488.0,37.2662986444,127.0343149778,영업/정상,영업,,98.50,202973.410322233,418262.114463247,,상수도전용,N,98.5,일식
3770000-101-2024-00085,23번지남산돈까스 행궁점,20240315,"경기도 수원시 팔달구 정조로 864, 1층 (북수동)",경기도 수원시 팔달구 북수동 219,16253.0,37.285100167,127.0159575531,영업/정상,영업,,93.47,201352.213790634,420350.896967054,,상수도전용,N,93.47,양식
3770000-101-2026-00066,23번지분식 행궁점,20260306,"경기도 수원시 팔달구 정조로 864, 1층 일부호 (북수동)",경기도 수원시 팔달구 북수동 219,16253.0,37.285100167,127.0159575531,영업/정상,영업,,.00,201352.213790634,420350.896967054,,,N,0.0,분식
3770000-101-2026-00073,23번지한식 행궁점,20260311,"경기도 수원시 팔달구 정조로 864, 1층 일부호 (북수동)",경기도 수원시 팔달구 북수동 219,16253.0,37.285100167,127.0159575531,영업/정상,영업,,.00,201352.213790634,420350.896967054,,,N,0.0,한식
3770000-101-2026-00079,24h디저트하우스(24h Dessert House),20260317,"경기도 수원시 팔달구 덕영대로 924, AK플라자 지하1층 (매산로1가)",경기도 수원시 팔달구 매산로1가 18 AK플라자,16622.0,37.2656360259,127.000033255,영업/정상,영업,,.00,199920.194662903,418246.927112644,,,N,0.0,기타
3770000-101-1987-00006,24시 선지해장국,19980529,경기도 수원시 팔달구 경수대로519번길 21 (인계동),경기도 수원시 팔달구 인계동 961-17,16481.0,37.2726081129,127.0274183215,영업/정상,영업,031-232-7840,54.60,202363.660831859,418961.382656808,,,N,54.6,한식
5610000-101-2020-00014,24시 전주국밥,20200114,"경기도 수원시 영통구 청명남로 46, 1층 (영통동)",경기도 수원시 영통구 영통동 1037-3,16705.0,37.2534410164,127.0765341217,영업/정상,영업,,111.94,206721.243441291,416835.70992471,,,N,111.94,한식
3770000-101-2001-00528,24시돼지네,20010323,경기도 수원시 팔달구 장다리로 330 (인계동),경기도 수원시 팔달구 인계동 940-17,16483.0,37.2773314162,127.0319571844,영업/정상,영업,031-236-0136,77.22,202766.72994273,419496.291680345,,,N,77.22,한식
5610000-101-2014-00298,24시전주명가콩나물국밥,20141121,"경기도 수원시 영통구 영통로 103, 뉴LG프라자 1층 107,108,109호 (망포동)","경기도 수원시 영통구 망포동 570-5 뉴LG프라자 107,108,109호",16687.0,37.2373925781,127.0582923263,영업/정상,영업,031-202-3989,110.72,205097.555414086,415047.725564943,,,N,110.72,한식
3760000-101-1999-00122,24시한라산생고기와감자탕,19990130,경기도 수원시 권선구 정조로513번길 6 (세류동),경기도 수원시 권선구 세류동 459-15,16587.0,37.2552254035,127.0109389407,영업/정상,영업,031-221-5244,35.36,200899.48318723,417035.182478031,기타,상수도전용,N,35.36,한식
3770000-101-2010-00197,25시 소주방,20100818,"경기도 수원시 팔달구 정조로709번길 72 (매교동, 1층)",경기도 수원시 팔달구 매교동 83-2 1층,16465.0,37.268816605,127.0148775457,영업/정상,영업,,19.06,201245.711566206,418546.039599307,,상수도전용,N,19.06,치킨
5610000-101-2023-00136,2F(이프)카페,20230406,"경기도 수원시 영통구 인계로 293-1, 2층 (매탄동)",경기도 수원시 영통구 매탄동 815-5,16541.0,37.2632390124,127.0496153422,영업/정상,영업,,71.82,204329.980710772,417924.768404037,,,N,71.82,기타
3770000-101-2022-00018,2어클락,20220124,"경기도 수원시 팔달구 권광로188번길 17, 3층 (인계동)",경기도 수원시 팔달구 인계동 1119-9,16488.0,37.2642338354,127.0341585218,영업/정상,영업,,210.24,202960.204358284,418035.016832603,,상수도전용,Y,210.24,기타
3770000-101-2022-00194,2층술집,20220617,"경기도 수원시 팔달구 권광로187번길 38, 2층 (인계동)",경기도 수원시 팔달구 인계동 1041-2,16489.0,37.2650858814,127.0307923849,영업/정상,영업,,308.84,202661.030290174,418125.789479254,,상수도전용,Y,308.84,기타
3770000-101-2024-00197,2학년7반모여라,20240610,"경기도 수원시 팔달구 동말로47번길 1, 2층 (화서동)",경기도 수원시 팔달구 화서동 134-10,16439.0,37.2789920448,126.9994147572,영업/정상,영업,,91.80,199879.031279665,419672.358536815,,상수도전용,N,91.8,치킨
3750000-101-2016-00215,3.8포차,20160114,"경기도 수원시 장안구 송정로 83, 129호 (송죽동, 수원로얄팰리스)",경기도 수원시 장안구 송죽동 514 수원로얄팰리스 129호,16307.0,37.2961110217,127.0062289565,영업/정상,영업,031-546-3852,47.48,200562.30206531,421568.086678547,,상수도전용,N,47.48,한식
5610000-101-2013-00215,3066,20130821,"경기도 수원시 영통구 월드컵로179번길 16, 지하1층 (원천동)",경기도 수원시 영통구 원천동 30-66 지하1층,16502.0,37.2779515913,127.0453766295,영업/정상,영업,031-217-6699,80.78,203951.892766843,419557.953142982,,상수도전용,Y,80.78,치킨
5610000-101-2022-00038,30년불멸의닭발,20220210,"경기도 수원시 영통구 산남로29번길 29, 1층 102호 일부호 (매탄동)",경기도 수원시 영통구 매탄동 209-21,16539.0,37.2661242537,127.0474552803,영업/정상,영업,,5.22,204136.083444885,418243.206302742,,,N,5.22,한식
5610000-101-2010-00096,32번가,20100526,"경기도 수원시 영통구 반달로 32-1 (영통동,지하)",경기도 수원시 영통구 영통동 1008-12 지하,16705.0,37.2508055961,127.0756016841,영업/정상,영업,031-205-7080,151.84,206635.625662277,416541.423767354,,,Y,151.84,기타
5610000-101-2015-00112,335키친 광교아브뉴프랑점,20150414,"경기도 수원시 영통구 센트럴타운로 85, 2층 B208~212호 (이의동, 아브뉴프랑)",경기도 수원시 영통구 이의동 1332,16507.0,37.2915640479,127.0504732206,영업/정상,영업,031-213-9480,378.70,204409.226022404,420967.617798492,,상수도전용,Y,378.7,기타
3760000-101-2022-00214,33떡볶이 수원능실마을점,20220907,"경기도 수원시 권선구 호매실로104번길 24-76, JC Plaza 111호 (호매실동)",경기도 수원시 권선구 호매실동 1399,16630.0,37.2595706123,126.9631965653,영업/정상,영업,,32.00,196663.124432929,417515.388554474,,,N,32.0,분식
